0,138
1,7552
2,5978
3,5601
4,6147
5,7227
6,6693
7,6269
8,8069
9,6453
10,6424
11,8229
12,5323
13,6196
14,8180
15,6746
16,5690
17,0
18,6936
19,6616
20,8151
21,6048
22,5679
23,6960
24,57
25,6742
26,6692
27,6140
28,8552
29,6486
30,8100
31,6680
32,5959
33,5480
34,5584
35,8411
36,7987
37,6519
38,6031
39,6888
40,7316
41,7652
42,5365
43,7629
44,6766
45,5710
46,7933
47,6859
48,5144
49,8104
50,5225
51,5772
52,6445
53,5694
54,6907
55,6472
56,6033
57,8048
58,5875
59,8046
60,8379
61,5881
62,7971
63,6060
64,6365
65,6842
66,5895
67,7703
68,5235
69,8200
70,7623
71,5863
72,5746
73,7211
74,6595
75,6724
76,6736
77,6700
78,8353
79,7624
80,8366
81,6175
82,5675
83,5352
84,6378
85,6129
86,7194
87,6716
88,8108
89,7631
90,6128
91,6801
92,5481
93,6913
94,8767
95,7039
96,6243
97,7507
98,6016
99,6404
100,6075
101,6056
102,7380
103,7360
104,7234
105,7659
106,6816
107,6961
108,7121
109,5370
110,5853
111,7035
112,7893
113,7965
114,6812
115,5473
116,6822
117,6562
118,6990
119,5888
120,6561
121,6446
122,6823
123,5477
124,8975
125,6375
126,8230
127,5057
128,8433
129,8444
130,7277
131,7195
132,6896
133,7398
134,7909
135,5201
136,8863
137,7046
138,6988
139,8039
140,7292
141,6620
142,8076
143,7128
144,6681
145,6998
146,7116
147,6769
148,6863
149,8305
150,6280
151,7120
152,8616
153,8695
154,5892
155,8135
156,5149
157,5859
158,6581
159,8431
160,6838
161,8720
162,6171
163,6544
164,6933
165,7650
166,7114
167,7362
168,7604
169,8447
170,5854
171,6944
172,5343
173,7078
174,5512
175,7801
176,6568
177,7363
178,8576
179,7150
180,7440
181,7217
182,7431
183,6093
184,5963
185,7597
186,7145
187,5340
188,6011
189,7618
190,6858
191,8070
192,6136
193,84
194,6318
195,7722
196,7327
197,5475
198,5567
199,5868
200,7264
201,8601
202,8326
203,7473
204,9091
205,7375
206,6567
207,5255
208,6149
209,5802
210,7249
211,6930
212,6047
213,5788
214,6959
215,5789
216,6962
217,5502
218,6205
219,8623
220,5405
221,6698
222,6493
223,9073
224,6014
225,7980
226,6534
227,7304
228,7126
229,5462
230,6881
231,8110
232,5575
233,6353
234,7119
235,6255
236,8013
237,7961
238,7344
239,7936
240,7340
241,6733
242,6755
243,7230
244,8728
245,8693
246,7515
247,8386
248,6010
249,6349
250,6195
251,8740
252,6158
253,6946
254,6415
255,7443
256,6111
257,6970
258,7748
259,5123
260,6884
261,7342
262,5843
263,7561
264,8080
265,6004
266,7166
267,8754
268,6516
269,8478
270,8253
271,8802
272,6706
273,6414
274,6234
275,5739
276,6686
277,5544
278,7378
279,7055
280,7476
281,6756
282,6507
283,5553
284,8408
285,6710
286,6973
287,7489
288,7020
289,5874
290,7367
291,7094
292,7282
293,7937
294,5870
295,7761
296,7496
297,8813
298,7032
299,8563
300,7007
301,7454
302,9016
303,6250
304,24
305,8628
306,5804
307,5867
308,7614
309,6524
310,6228
311,5840
312,7830
313,5940
314,7814
315,8172
316,34
317,5654
318,5434
319,6689
320,6498
321,7822
322,8087
323,6869
324,8470
325,8204
326,6684
327,8285
328,6667
329,7066
330,6159
331,7083
332,7900
333,5933
334,8213
335,6629
336,8060
337,8883
338,8127
339,7279
340,7063
341,7649
342,7430
343,7149
344,6299
345,6723
346,8529
347,8207
348,6935
349,6281
350,8183
351,7193
352,7776
353,6603
354,8000
355,6117
356,5182
357,7541
358,5845
359,6714
360,6957
361,7905
362,7553
363,6752
364,5692
365,5879
366,7236
367,6918
368,7715
369,6590
370,5304
371,7225
372,8245
373,7889
374,7209
375,6797
376,6712
377,6476
378,6008
379,6993
380,7754
381,7747
382,8596
383,8743
384,7773
385,5966
386,6800
387,8075
388,6393
389,7333
390,5842
391,6246
392,7059
393,7637
394,6795
395,8137
396,7446
397,8018
398,6670
399,8260
400,7584
401,6433
402,6866
403,7593
404,5534
405,6355
406,6548
407,8288
408,6341
409,8167
410,8024
411,6227
412,8480
413,5924
414,8516
415,6337
416,7040
417,7460
418,6065
419,5899
420,7976
421,8128
422,7414
423,8789
424,6095
425,7845
426,7336
427,6406
428,6857
429,6928
430,6770
431,7158
432,6556
433,7214
434,8278
435,7349
436,5600
437,5634
438,6771
439,7447
440,7319
441,5640
442,8592
443,8439
444,7048
445,7141
446,6987
447,6902
448,7387
449,7575
450,7287
451,8322
452,7950
453,6152
454,6293
455,5490
456,7480
457,5247
458,5972
459,42
460,8093
461,6481
462,8187
463,8015
464,8817
465,7990
466,7400
467,8302
468,6148
469,7135
470,5638
471,8295
472,5505
473,6985
474,6542
475,8283
476,7377
477,7397
478,6039
479,6452
480,6154
481,6594
482,7303
483,5616
484,7266
485,6883
486,7596
487,6287
488,7667
489,7570
490,8670
491,8764
492,7690
493,7710
494,7720
495,5849
496,8812
497,4954
498,5793
499,5889
500,8649
501,8351
502,7831
503,7951
504,6627
505,7985
506,8195
507,6541
508,8544
509,8175
510,6713
511,6502
512,5229
513,6364
514,6325
515,5532
516,7873
517,7474
518,4983
519,8418
520,8319
521,5947
522,8059
523,7429
524,7248
525,6270
526,7884
527,5880
528,5676
529,6638
530,6480
531,5747
532,5447
533,6419
534,7172
535,6885
536,6955
537,7519
538,7602
539,7167
540,8311
541,5709
542,7315
543,8508
544,8264
545,7897
546,6333
547,6794
548,6213
549,8496
550,8906
551,6738
552,6410
553,7235
554,6457
555,8141
556,8534
557,7331
558,5429
559,7176
560,7373
561,8892
562,8452
563,6787
564,8160
565,6730
566,5728
567,6977
568,7557
569,7595
570,6687
571,102
572,8939
573,7669
574,6455
575,8232
576,6074
577,6571
578,7456
579,5971
580,7389
581,6765
582,6608
583,7307
584,7525
585,7648
586,7794
587,7069
588,8711
589,6602
590,7300
591,7560
592,8199
593,7165
594,7497
595,6526
596,8709
597,6868
598,7148
599,5778
600,6895
601,7086
602,0
603,5674
604,7407
605,8251
606,6644
607,7610
608,6103
609,7061
610,7486
611,6258
612,6882
613,8673
614,8869
615,6685
616,6443
617,5855
618,8500
619,6860
620,6533
621,7113
622,8679
623,6943
624,5718
625,6966
626,8401
627,6623
628,8573
629,6781
630,6980
631,6212
632,7953
633,7463
634,6324
635,8034
636,5681
637,8360
638,6279
639,5968
640,8499
641,7133
642,7488
643,8512
644,5195
645,7385
646,6654
647,7479
648,7301
649,7391
650,6063
651,6108
652,7390
653,7306
654,6107
655,8066
656,5741
657,6703
658,6528
659,7609
660,7896
661,6779
662,7437
663,8077
664,7852
665,7622
666,7774
667,7664
668,12
669,8530
670,7536
671,6458
672,6707
673,8038
674,6332
675,7883
676,7724
677,7250
678,7318
679,8131
680,6877
681,6431
682,7645
683,8704
684,7546
685,7064
686,8453
687,8504
688,7672
689,6775
690,5901
691,7858
692,8287
693,6867
694,5609
695,6876
696,7181
697,8402
698,8277
699,7202
700,7662
701,6917
702,7892
703,7635
704,6815
705,6046
706,6018
707,7132
708,5983
709,5957
710,6768
711,7871
712,5834
713,8030
714,5833
715,8533
716,6506
717,8980
718,8890
719,9002
720,7882
721,7405
722,8178
723,6968
724,8410
725,7406
726,7679
727,8998
728,8163
729,7780
730,6377
731,8328
732,8982
733,7565
734,7358
735,8012
736,6123
737,8414
738,8097
739,8390
740,7928
741,7899
742,7253
743,6814
744,7906
745,5733
746,8123
747,9031
748,5936
749,6418
750,8866
751,8270
752,8011
753,7421
754,7641
755,7592
756,7044
757,6436
758,8289
759,6485
760,7948
761,7947
762,7601
763,7506
764,7573
765,7417
766,7418
767,8518
768,6997
769,8698
770,8149
771,6220
772,7102
773,5541
774,7688
775,7100
776,8610
777,5361
778,8946
779,5800
780,7302
781,7656
782,5448
783,7372
784,7192
785,7237
786,7657
787,7811
788,6793
789,6091
790,6444
791,7106
792,7283
793,6695
794,6807
795,7178
796,7162
797,7741
798,6872
799,7441
800,7261
801,5726
802,7891
803,7753
804,6469
805,8590
806,7478
807,5823
808,7789
809,7739
810,6388
811,7653
812,8558
813,8413
814,7719
815,8987
816,8308
817,5588
818,8782
819,7711
820,7718
821,8385
822,8539
823,5219
824,6677
825,5763
826,6146
827,5774
828,8044
829,8716
830,6550
831,7895
832,6242
833,7057
834,8597
835,7056
836,6168
837,7139
838,7131
839,118
840,7894
841,6050
842,8968
843,8841
844,5215
845,7744
846,7262
847,5435
848,7502
849,8865
850,6903
851,8450
852,7670
853,8393
854,7001
855,5602
856,8858
857,7731
858,8988
859,5914
860,5938
861,7640
862,7426
863,8032
864,8958
865,7174
866,8759
867,5932
868,7880
869,159
870,7053
871,7534
872,7939
873,7051
874,7395
875,8513
876,8548
877,8850
878,7678
879,6845
880,8314
881,7314
882,8373
883,8551
884,8173
885,5493
886,8566
887,6791
888,7298
889,8404
890,6023
891,7834
892,8834
893,7615
894,6162
895,7995
896,7146
897,6254
898,8392
899,5161
900,7806
901,7517
902,9029
903,8313
904,7743
905,7904
906,9098
